train_no,day_id,station_code,station_name,distance_km,scheduled_time,actual_time,delay_minutes,weather_factor,congestion_factor,dwell_extra_minutes,weather_delay_contrib,congestion_delay_contrib,random_event_delay_contrib,hour_of_day,station_seq
12000,20,KNE,Katihar,150,2025-01-21 10:11:55.720275873,2025-01-21 10:48:48.762765935,36.9,1.36,1.09,0.17,5.4,1.78,0.97,10,3
12000,20,MLDT,Malda Town,220,2025-01-21 11:13:29.723071281,2025-01-21 11:47:22.875211375,33.9,1.61,0.92,0.48,9.15,-1.56,0.0,11,4
12000,20,NFK,New Farakka,260,2025-01-21 11:48:40.581811514,2025-01-21 12:23:32.973110840,34.9,1.36,1.05,0.0,5.34,1.04,4.78,11,5
12000,20,SGUJ,Sahibganj,320,2025-01-21 12:41:26.869921863,2025-01-21 13:13:14.209794834,31.8,1.4,0.98,1.75,5.96,-0.34,0.0,12,6
12000,20,BJU,Barauni,420,2025-01-21 14:09:24.016772446,2025-01-21 14:39:46.453034268,30.4,1.54,0.97,0.63,8.06,-0.56,0.0,14,7
12000,21,NJP,New Jalpaiguri,0,2025-01-22 18:00:00.000000000,2025-01-22 18:13:08.503906805,13.1,1.63,1.07,2.32,9.38,1.44,0.0,18,0
12000,21,KIR,Kishanganj,55,2025-01-22 18:48:22.430767820,2025-01-22 19:23:19.521780038,35.0,1.69,1.33,0.4,10.38,6.57,8.4,18,1
12000,21,BOE,Barsoi,110,2025-01-22 19:36:44.861535640,2025-01-22 20:21:02.377005820,44.3,1.49,1.31,0.09,7.34,6.12,6.28,19,2
12000,21,KNE,Katihar,150,2025-01-22 20:11:55.720275873,2025-01-22 21:01:13.926614045,49.3,1.43,1.38,0.28,6.47,7.56,3.99,20,3
12000,21,MLDT,Malda Town,220,2025-01-22 21:13:29.723071281,2025-01-22 22:01:25.913697072,47.9,1.6,1.1,2.52,9.01,1.9,0.0,21,4
12000,21,NFK,New Farakka,260,2025-01-22 21:48:40.581811514,2025-01-22 22:47:12.615461487,58.5,1.42,1.07,0.73,6.3,1.49,16.46,21,5
12000,21,SGUJ,Sahibganj,320,2025-01-22 22:41:26.869921863,2025-01-22 23:30:45.309790425,49.3,1.22,1.0,4.99,3.32,0.02,0.0,22,6
12000,21,BJU,Barauni,420,2025-01-23 00:09:24.016772446,2025-01-23 00:59:34.386869051,50.2,1.81,1.14,0.66,12.15,2.86,0.0,0,7
12000,22,NJP,New Jalpaiguri,0,2025-01-23 06:00:00.000000000,2025-01-23 06:09:18.690791473,9.3,1.53,1.04,0.68,7.92,0.71,0.0,6,0
12000,22,KIR,Kishanganj,55,2025-01-23 06:48:22.430767820,2025-01-23 07:04:08.497873884,15.8,1.55,1.05,0.01,8.22,1.02,0.0,6,1
12000,22,BOE,Barsoi,110,2025-01-23 07:36:44.861535640,2025-01-23 08:02:13.815984634,25.5,1.42,1.24,3.31,6.25,4.89,0.0,7,2
12000,22,KNE,Katihar,150,2025-01-23 08:11:55.720275873,2025-01-23 08:57:07.835702662,45.2,1.75,1.44,7.46,11.19,8.72,0.0,8,3
12000,22,MLDT,Malda Town,220,2025-01-23 09:13:29.723071281,2025-01-23 09:59:08.050244077,45.6,1.4,1.32,1.08,6.04,6.41,0.47,9,4
12000,22,NFK,New Farakka,260,2025-01-23 09:48:40.581811514,2025-01-23 10:28:38.905998513,40.0,1.14,1.29,0.04,2.09,5.9,0.0,9,5
12000,22,SGUJ,Sahibganj,320,2025-01-23 10:41:26.869921863,2025-01-23 11:24:51.187761163,43.4,1.58,1.0,6.72,8.68,0.02,0.0,10,6
12000,22,BJU,Barauni,420,2025-01-23 12:09:24.016772446,2025-01-23 12:49:21.178531958,40.0,1.36,0.91,0.17,5.39,-1.73,5.74,12,7
12000,23,NJP,New Jalpaiguri,0,2025-01-24 09:00:00.000000000,2025-01-24 09:19:24.111864529,19.4,1.5,1.34,0.77,7.53,6.78,4.32,9,0
12000,23,KIR,Kishanganj,55,2025-01-24 09:48:22.430767820,2025-01-24 10:19:16.009058238,30.9,1.61,1.4,0.08,9.18,8.05,0.0,9,1
12000,23,BOE,Barsoi,110,2025-01-24 10:36:44.861535640,2025-01-24 11:02:50.872439346,26.1,1.18,1.03,1.17,2.75,0.55,0.0,10,2
12000,23,KNE,Katihar,150,2025-01-24 11:11:55.720275873,2025-01-24 11:42:51.716777330,30.9,1.62,0.99,3.57,9.3,-0.21,0.0,11,3
12000,23,MLDT,Malda Town,220,2025-01-24 12:13:29.723071281,2025-01-24 12:42:39.179128187,29.2,1.44,0.98,1.18,6.65,-0.32,0.0,12,4
12000,23,NFK,New Farakka,260,2025-01-24 12:48:40.581811514,2025-01-24 13:13:41.581140006,25.0,1.3,0.95,1.12,4.49,-1.0,0.0,12,5
12000,23,SGUJ,Sahibganj,320,2025-01-24 13:41:26.869921863,2025-01-24 14:10:10.371587629,28.7,1.45,1.02,3.61,6.73,0.44,0.44,13,6
12000,23,BJU,Barauni,420,2025-01-24 15:09:24.016772446,2025-01-24 15:30:30.094481510,21.1,1.17,0.83,1.87,2.51,-3.39,0.0,15,7
12000,24,NJP,New Jalpaiguri,0,2025-01-25 15:00:00.000000000,2025-01-25 15:08:16.594223292,8.3,1.38,1.1,0.69,5.65,1.94,0.0,15,0
12000,24,KIR,Kishanganj,55,2025-01-25 15:48:22.430767820,2025-01-25 16:05:12.701050837,16.8,1.71,0.91,2.16,10.68,-1.8,0.0,15,1
12000,24,BOE,Barsoi,110,2025-01-25 16:36:44.861535640,2025-01-25 16:52:01.273096733,15.3,1.22,0.97,0.69,3.32,-0.52,0.0,16,2
12000,24,KNE,Katihar,150,2025-01-25 17:11:55.720275873,2025-01-25 17:31:07.706605295,19.2,1.33,1.15,0.47,4.99,3.05,0.0,17,3
12000,24,MLDT,Malda Town,220,2025-01-25 18:13:29.723071281,2025-01-25 18:39:47.370612322,26.3,1.38,1.31,0.87,5.72,6.26,0.0,18,4
12000,24,NFK,New Farakka,260,2025-01-25 18:48:40.581811514,2025-01-25 19:20:51.064424249,32.2,1.57,1.23,0.63,8.55,4.59,0.0,18,5
12000,24,SGUJ,Sahibganj,320,2025-01-25 19:41:26.869921863,2025-01-25 20:16:44.168769561,35.3,1.3,1.39,0.42,4.53,7.82,0.0,19,6
12000,24,BJU,Barauni,420,2025-01-25 21:09:24.016772446,2025-01-25 21:40:47.737692385,31.4,1.4,1.03,0.11,6.04,0.54,0.0,21,7
12000,25,NJP,New Jalpaiguri,0,2025-01-26 10:00:00.000000000,2025-01-26 10:06:40.357387255,6.7,1.53,0.92,0.24,8.0,-1.57,0.0,10,0
12000,25,KIR,Kishanganj,55,2025-01-26 10:48:22.430767820,2025-01-26 11:00:07.455818018,11.8,1.42,0.94,0.07,6.25,-1.11,1.87,10,1
12000,25,BOE,Barsoi,110,2025-01-26 11:36:44.861535640,2025-01-26 11:49:09.001498176,12.4,1.28,1.0,0.01,4.25,-0.07,0.0,11,2
12000,25,KNE,Katihar,150,2025-01-26 12:11:55.720275873,2025-01-26 12:33:40.091331554,21.7,1.54,1.01,1.06,8.17,0.1,3.73,12,3
12000,25,MLDT,Malda Town,220,2025-01-26 13:13:29.723071281,2025-01-26 13:36:05.918059660,22.6,1.36,0.99,2.21,5.34,-0.17,0.0,13,4
12000,25,NFK,New Farakka,260,2025-01-26 13:48:40.581811514,2025-01-26 14:13:03.497785602,24.4,1.59,0.91,0.79,8.84,-1.78,0.7,13,5
12000,25,SGUJ,Sahibganj,320,2025-01-26 14:41:26.869921863,2025-01-26 15:07:47.255615452,26.3,1.65,0.97,0.23,9.73,-0.69,0.0,14,6
12000,25,BJU,Barauni,420,2025-01-26 16:09:24.016772446,2025-01-26 16:30:49.506414579,21.4,1.23,0.96,0.38,3.5,-0.89,0.0,16,7
12000,26,NJP,New Jalpaiguri,0,2025-01-27 12:00:00.000000000,2025-01-27 12:10:54.831267427,10.9,1.61,0.95,2.85,9.15,-1.08,0.0,12,0
12000,26,KIR,Kishanganj,55,2025-01-27 12:48:22.430767820,2025-01-27 12:59:24.444307185,11.0,1.09,1.03,1.38,1.39,0.62,0.0,12,1
12000,26,BOE,Barsoi,110,2025-01-27 13:36:44.861535640,2025-01-27 13:54:38.696078083,17.9,1.72,0.95,0.4,10.76,-1.0,0.0,13,2
12000,26,KNE,Katihar,150,2025-01-27 14:11:55.720275873,2025-01-27 14:34:39.167651970,22.7,1.14,1.01,4.92,2.17,0.11,3.0,14,3
12000,26,MLDT,Malda Town,220,2025-01-27 15:13:29.723071281,2025-01-27 15:36:51.272840830,23.4,1.51,0.95,0.78,7.67,-1.0,0.0,15,4
12000,26,NFK,New Farakka,260,2025-01-27 15:48:40.581811514,2025-01-27 16:18:22.360458268,29.7,1.69,1.04,0.74,10.31,0.85,1.44,15,5
12000,26,SGUJ,Sahibganj,320,2025-01-27 16:41:26.869921863,2025-01-27 17:10:55.659217451,29.5,1.23,1.01,5.1,3.4,0.19,0.0,16,6
12000,26,BJU,Barauni,420,2025-01-27 18:09:24.016772446,2025-01-27 18:48:57.092371133,39.6,1.78,1.28,1.61,11.65,5.66,0.0,18,7
12000,27,NJP,New Jalpaiguri,0,2025-01-28 06:00:00.000000000,2025-01-28 06:10:35.837120591,10.6,1.42,1.0,1.97,6.23,0.01,2.39,6,0
12000,27,KIR,Kishanganj,55,2025-01-28 06:48:22.430767820,2025-01-28 07:08:18.067876952,19.9,1.17,0.99,0.08,2.55,-0.14,10.02,6,1
12000,27,BOE,Barsoi,110,2025-01-28 07:36:44.861535640,2025-01-28 08:07:13.465786265,30.5,1.58,1.35,0.89,8.66,6.98,0.0,7,2
12000,27,KNE,Katihar,150,2025-01-28 08:11:55.720275873,2025-01-28 08:48:46.942725587,36.9,1.33,1.33,3.92,4.93,6.67,0.0,8,3
12000,27,MLDT,Malda Town,220,2025-01-28 09:13:29.723071281,2025-01-28 09:54:44.244847256,41.2,1.49,1.35,0.51,7.36,6.96,0.63,9,4
12000,27,NFK,New Farakka,260,2025-01-28 09:48:40.581811514,2025-01-28 10:33:01.590006790,44.4,1.3,1.52,0.45,4.55,10.49,0.0,9,5
12000,27,SGUJ,Sahibganj,320,2025-01-28 10:41:26.869921863,2025-01-28 11:26:17.828710419,44.8,1.72,1.01,2.74,10.85,0.21,0.0,10,6
12000,27,BJU,Barauni,420,2025-01-28 12:09:24.016772446,2025-01-28 12:47:36.140502873,38.2,1.39,0.89,1.1,5.89,-2.18,2.0,12,7
12000,28,NJP,New Jalpaiguri,0,2025-01-29 18:00:00.000000000,2025-01-29 18:11:22.785812493,11.4,1.34,1.29,0.44,5.15,5.79,0.0,18,0
12000,28,KIR,Kishanganj,55,2025-01-29 18:48:22.430767820,2025-01-29 19:04:07.826302015,15.8,1.2,1.2,0.87,3.0,3.92,0.0,18,1
12000,28,BOE,Barsoi,110,2025-01-29 19:36:44.861535640,2025-01-29 19:59:01.903710811,22.3,1.12,1.34,2.62,1.75,6.89,0.0,19,2
12000,28,KNE,Katihar,150,2025-01-29 20:11:55.720275873,2025-01-29 20:50:18.787468611,38.4,1.45,1.37,5.73,6.69,7.47,2.89,20,3
12000,28,MLDT,Malda Town,220,2025-01-29 21:13:29.723071281,2025-01-29 21:49:59.920243502,36.5,1.47,0.98,3.13,6.99,-0.48,0.0,21,4
12000,28,NFK,New Farakka,260,2025-01-29 21:48:40.581811514,2025-01-29 22:28:54.331288994,40.2,1.7,1.14,1.37,10.44,2.87,0.0,21,5
12000,28,SGUJ,Sahibganj,320,2025-01-29 22:41:26.869921863,2025-01-29 23:21:52.920798415,40.4,1.47,1.06,3.99,7.06,1.23,0.0,22,6
12000,28,BJU,Barauni,420,2025-01-30 00:09:24.016772446,2025-01-30 00:46:18.502954684,36.9,1.56,1.0,0.23,8.47,-0.09,0.0,0,7
12000,29,NJP,New Jalpaiguri,0,2025-01-30 06:00:00.000000000,2025-01-30 06:08:42.255120641,8.7,1.53,1.0,0.8,7.9,0.0,0.0,6,0
12000,29,KIR,Kishanganj,55,2025-01-30 06:48:22.430767820,2025-01-30 07:00:37.236877483,12.2,1.33,1.06,0.07,4.88,1.21,0.0,6,1
12000,29,BOE,Barsoi,110,2025-01-30 07:36:44.861535640,2025-01-30 08:05:16.730621496,28.5,1.69,1.25,2.12,10.33,5.0,2.51,7,2
12000,29,KNE,Katihar,150,2025-01-30 08:11:55.720275873,2025-01-30 08:44:26.038441636,32.5,1.41,1.27,0.92,6.16,5.45,0.0,8,3
12000,29,MLDT,Malda Town,220,2025-01-30 09:13:29.723071281,2025-01-30 09:50:27.254014267,37.0,1.47,1.33,0.55,7.02,6.63,0.0,9,4
12000,29,NFK,New Farakka,260,2025-01-30 09:48:40.581811514,2025-01-30 10:20:29.015215754,31.8,0.98,1.26,0.99,-0.32,5.27,0.0,9,5
12000,29,SGUJ,Sahibganj,320,2025-01-30 10:41:26.869921863,2025-01-30 11:14:03.315806690,32.6,1.4,1.08,2.68,5.99,1.67,0.0,10,6
12000,29,BJU,Barauni,420,2025-01-30 12:09:24.016772446,2025-01-30 12:37:52.070312839,28.5,1.3,1.04,0.37,4.5,0.78,0.0,12,7
12000,30,NJP,New Jalpaiguri,0,2025-01-31 21:00:00.000000000,2025-01-31 21:06:27.261378362,6.5,1.29,1.06,0.84,4.33,1.29,0.0,21,0
12000,30,KIR,Kishanganj,55,2025-01-31 21:48:22.430767820,2025-01-31 22:03:40.039725903,15.3,1.59,1.06,0.74,8.92,1.12,0.0,21,1
12000,30,BOE,Barsoi,110,2025-01-31 22:36:44.861535640,2025-01-31 22:51:01.274975687,14.3,1.23,0.96,1.01,3.42,-0.86,0.0,22,2
12000,30,KNE,Katihar,150,2025-01-31 23:11:55.720275873,2025-01-31 23:28:47.655577101,16.9,1.49,0.9,1.55,7.31,-1.99,0.0,23,3
12000,30,MLDT,Malda Town,220,2025-02-01 00:13:29.723071281,2025-02-01 00:36:42.293256725,23.2,1.89,0.89,0.27,13.34,-2.2,0.0,0,4
12000,30,NFK,New Farakka,260,2025-02-01 00:48:40.581811514,2025-02-01 01:13:56.825613563,25.3,1.48,1.01,1.6,7.23,0.19,0.0,0,5
12000,30,SGUJ,Sahibganj,320,2025-02-01 01:41:26.869921863,2025-02-01 02:11:07.917687972,29.7,1.69,0.96,2.3,10.36,-0.73,0.07,1,6
12000,30,BJU,Barauni,420,2025-02-01 03:09:24.016772446,2025-02-01 03:39:35.030866596,30.2,1.19,1.04,1.67,2.78,0.73,4.22,3,7
12000,31,NJP,New Jalpaiguri,0,2025-02-01 14:00:00.000000000,2025-02-01 14:02:43.441903733,2.7,1.18,0.98,0.43,2.66,-0.37,0.0,14,0
12000,31,KIR,Kishanganj,55,2025-02-01 14:48:22.430767820,2025-02-01 15:09:14.228938678,20.9,1.96,0.95,3.07,14.43,-0.94,2.39,14,1
12000,31,BOE,Barsoi,110,2025-02-01 15:36:44.861535640,2025-02-01 16:01:24.065128016,24.7,1.49,1.0,2.65,7.3,0.1,0.0,15,2
12000,31,KNE,Katihar,150,2025-02-01 16:11:55.720275873,2025-02-01 16:28:41.928547586,16.8,1.12,0.88,0.18,1.81,-2.47,0.0,16,3
12000,31,MLDT,Malda Town,220,2025-02-01 17:13:29.723071281,2025-02-01 17:30:45.542398698,17.3,1.28,1.0,1.3,4.21,0.01,0.0,17,4
12000,31,NFK,New Farakka,260,2025-02-01 17:48:40.581811514,2025-02-01 18:06:48.124917175,18.1,1.27,1.1,0.05,4.03,1.96,0.0,17,5
12000,31,SGUJ,Sahibganj,320,2025-02-01 18:41:26.869921863,2025-02-01 19:13:43.436271162,32.3,1.59,1.42,2.18,8.92,8.48,0.0,18,6
12000,31,BJU,Barauni,420,2025-02-01 20:09:24.016772446,2025-02-01 20:47:20.011326524,37.9,1.52,1.35,0.51,7.8,7.04,0.0,20,7
12000,32,NJP,New Jalpaiguri,0,2025-02-02 16:00:00.000000000,2025-02-02 16:06:40.453615752,6.7,1.24,1.1,0.97,3.62,2.09,0.0,16,0
12000,32,KIR,Kishanganj,55,2025-02-02 16:48:22.430767820,2025-02-02 17:10:41.696758170,22.3,1.35,0.91,2.15,5.18,-1.84,12.15,16,1
12000,32,BOE,Barsoi,110,2025-02-02 17:36:44.861535640,2025-02-02 18:01:48.882456639,25.1,1.63,0.97,0.57,9.4,-0.58,0.05,17,2
12000,32,KNE,Katihar,150,2025-02-02 18:11:55.720275873,2025-02-02 18:48:01.645053037,36.1,1.4,1.23,4.37,6.01,4.5,3.67,18,3
12000,32,MLDT,Malda Town,220,2025-02-02 19:13:29.723071281,2025-02-02 19:56:13.374335533,42.7,1.75,1.29,0.34,11.31,5.8,0.0,19,4
12000,32,NFK,New Farakka,260,2025-02-02 19:48:40.581811514,2025-02-02 20:35:25.730513139,46.8,1.22,1.27,1.86,3.32,5.47,6.19,19,5
12000,32,SGUJ,Sahibganj,320,2025-02-02 20:41:26.869921863,2025-02-02 21:31:04.350071882,49.6,1.66,1.31,0.91,9.87,6.12,0.0,20,6
12000,32,BJU,Barauni,420,2025-02-02 22:09:24.016772446,2025-02-02 22:56:16.030907217,46.9,1.4,1.14,2.26,6.01,2.75,1.11,22,7
12000,33,NJP,New Jalpaiguri,0,2025-02-03 18:00:00.000000000,2025-02-03 18:14:52.919829091,14.9,1.4,1.37,0.01,6.04,7.38,1.45,18,0
12000,33,KIR,Kishanganj,55,2025-02-03 18:48:22.430767820,2025-02-03 19:15:15.887103013,26.9,1.61,1.32,1.01,9.09,6.37,0.0,18,1
12000,33,BOE,Barsoi,110,2025-02-03 19:36:44.861535640,2025-02-03 20:10:55.998957776,34.2,1.54,1.31,1.05,8.09,6.22,0.0,19,2
12000,33,KNE,Katihar,150,2025-02-03 20:11:55.720275873,2025-02-03 20:38:05.976837352,26.2,0.91,1.16,0.43,-1.35,3.16,0.0,20,3
12000,33,MLDT,Malda Town,220,2025-02-03 21:13:29.723071281,2025-02-03 21:35:30.577289603,22.0,1.35,0.88,0.87,5.24,-2.41,0.0,21,4
12000,33,NFK,New Farakka,260,2025-02-03 21:48:40.581811514,2025-02-03 22:22:11.873605058,33.5,1.89,1.14,0.07,13.37,2.88,1.79,21,5
12000,33,SGUJ,Sahibganj,320,2025-02-03 22:41:26.869921863,2025-02-03 23:07:46.284319063,26.3,1.02,0.99,2.77,0.28,-0.19,0.0,22,6
12000,33,BJU,Barauni,420,2025-02-04 00:09:24.016772446,2025-02-04 00:28:33.168138776,19.2,1.08,0.94,0.75,1.2,-1.22,0.0,0,7
12000,34,NJP,New Jalpaiguri,0,2025-02-04 06:00:00.000000000,2025-02-04 06:06:50.607893524,6.8,1.14,1.07,3.42,2.04,1.37,0.02,6,0
12000,34,KIR,Kishanganj,55,2025-02-04 06:48:22.430767820,2025-02-04 06:58:19.003770204,9.9,1.12,0.97,1.3,1.87,-0.51,2.49,6,1
12000,34,BOE,Barsoi,110,2025-02-04 07:36:44.861535640,2025-02-04 08:06:12.796169952,29.5,1.71,1.4,3.41,10.6,8.02,0.48,7,2
12000,34,KNE,Katihar,150,2025-02-04 08:11:55.720275873,2025-02-04 08:53:13.088662010,41.3,1.79,1.18,4.32,11.88,3.54,0.91,8,3
12000,34,MLDT,Malda Town,220,2025-02-04 09:13:29.723071281,2025-02-04 09:54:12.583060002,40.7,1.14,1.25,0.18,2.03,5.03,4.57,9,4
12000,34,NFK,New Farakka,260,2025-02-04 09:48:40.581811514,2025-02-04 10:25:46.574903613,37.1,1.27,1.23,0.05,3.98,4.58,0.0,9,5
12000,34,SGUJ,Sahibganj,320,2025-02-04 10:41:26.869921863,2025-02-04 11:16:24.689160376,35.0,1.46,1.07,0.68,6.89,1.42,0.0,10,6
12000,34,BJU,Barauni,420,2025-02-04 12:09:24.016772446,2025-02-04 12:39:58.910992979,30.6,1.26,0.79,0.08,3.86,-4.24,6.41,12,7
12000,35,NJP,New Jalpaiguri,0,2025-02-05 13:00:00.000000000,2025-02-05 13:05:36.270831921,5.6,1.16,1.11,1.07,2.41,2.12,0.0,13,0
12000,35,KIR,Kishanganj,55,2025-02-05 13:48:22.430767820,2025-02-05 14:01:04.093843488,12.7,1.48,1.06,0.29,7.23,1.25,0.0,13,1
12000,35,BOE,Barsoi,110,2025-02-05 14:36:44.861535640,2025-02-05 14:53:53.844343076,17.1,1.55,0.95,1.0,8.19,-0.92,0.0,14,2
12000,35,KNE,Katihar,150,2025-02-05 15:11:55.720275873,2025-02-05 15:27:21.612468379,15.4,1.29,0.91,0.87,4.35,-1.8,0.0,15,3
12000,35,MLDT,Malda Town,220,2025-02-05 16:13:29.723071281,2025-02-05 16:24:51.060363004,11.4,0.94,1.01,1.27,-0.85,0.14,0.0,16,4
12000,35,NFK,New Farakka,260,2025-02-05 16:48:40.581811514,2025-02-05 17:05:08.446239088,16.5,1.41,1.05,0.34,6.08,0.91,1.18,16,5
12000,35,SGUJ,Sahibganj,320,2025-02-05 17:41:26.869921863,2025-02-05 17:59:32.075519050,18.1,1.2,1.13,0.87,3.0,2.69,0.0,17,6
12000,35,BJU,Barauni,420,2025-02-05 19:09:24.016772446,2025-02-05 19:34:38.948515064,25.2,1.41,1.26,1.21,6.2,5.18,0.0,19,7
12000,36,NJP,New Jalpaiguri,0,2025-02-06 17:00:00.000000000,2025-02-06 17:12:21.773860430,12.4,1.59,1.12,1.03,8.9,2.43,0.0,17,0
12000,36,KIR,Kishanganj,55,2025-02-06 17:48:22.430767820,2025-02-06 18:00:49.342391510,12.4,1.25,0.95,0.98,3.82,-1.01,0.0,17,1
12000,36,BOE,Barsoi,110,2025-02-06 18:36:44.861535640,2025-02-06 19:03:01.592960109,26.3,1.75,1.25,1.31,11.22,5.04,0.0,18,2
12000,36,KNE,Katihar,150,2025-02-06 19:11:55.720275873,2025-02-06 19:48:02.791145726,36.1,1.56,1.26,4.23,8.39,5.11,0.0,19,3
12000,36,MLDT,Malda Town,220,2025-02-06 20:13:29.723071281,2025-02-06 20:49:41.550963954,36.2,1.23,1.37,0.1,3.49,7.32,0.0,20,4
12000,36,NFK,New Farakka,260,2025-02-06 20:48:40.581811514,2025-02-06 21:34:09.893889845,45.5,1.71,1.44,0.64,10.61,8.9,0.0,20,5
12000,36,SGUJ,Sahibganj,320,2025-02-06 21:41:26.869921863,2025-02-06 22:17:32.253167987,36.1,1.28,1.0,0.08,4.13,0.04,0.0,21,6
12000,36,BJU,Barauni,420,2025-02-06 23:09:24.016772446,2025-02-06 23:42:44.565271041,33.3,1.47,0.98,1.34,7.09,-0.35,0.0,23,7
12000,37,NJP,New Jalpaiguri,0,2025-02-07 09:00:00.000000000,2025-02-07 09:07:33.946471736,7.6,1.0,1.38,0.02,-0.04,7.59,0.0,9,0
12000,37,KIR,Kishanganj,55,2025-02-07 09:48:22.430767820,2025-02-07 10:02:52.946302115,14.5,1.13,1.3,1.24,2.02,5.95,0.0,9,1
12000,37,BOE,Barsoi,110,2025-02-07 10:36:44.861535640,2025-02-07 10:56:43.530939135,20.0,1.43,0.96,4.02,6.51,-0.7,0.0,10,2
12000,37,KNE,Katihar,150,2025-02-07 11:11:55.720275873,2025-02-07 11:47:41.336364265,35.8,1.45,1.07,13.65,6.77,1.35,0.0,11,3
12000,37,MLDT,Malda Town,220,2025-02-07 12:13:29.723071281,2025-02-07 12:39:57.466776111,26.5,1.17,0.92,0.45,2.53,-1.54,0.0,12,4
12000,37,NFK,New Farakka,260,2025-02-07 12:48:40.581811514,2025-02-07 13:07:52.948176211,19.2,0.89,1.05,1.34,-1.64,0.98,0.0,12,5
12000,37,SGUJ,Sahibganj,320,2025-02-07 13:41:26.869921863,2025-02-07 13:53:13.224412326,11.8,0.9,0.92,1.36,-1.44,-1.59,0.0,13,6
12000,37,BJU,Barauni,420,2025-02-07 15:09:24.016772446,2025-02-07 15:21:41.259289499,12.3,1.33,0.91,0.98,4.96,-1.89,0.0,15,7
12000,38,NJP,New Jalpaiguri,0,2025-02-08 05:00:00.000000000,2025-02-08 05:10:40.036571435,10.7,1.51,1.15,0.03,7.7,2.94,0.0,5,0
12000,38,KIR,Kishanganj,55,2025-02-08 05:48:22.430767820,2025-02-08 05:59:33.315271383,11.2,1.1,1.1,0.26,1.54,1.9,0.0,5,1
12000,38,BOE,Barsoi,110,2025-02-08 06:36:44.861535640,2025-02-08 06:48:02.775811794,11.3,1.4,0.87,0.04,5.93,-2.5,0.0,6,2
12000,38,KNE,Katihar,150,2025-02-08 07:11:55.720275873,2025-02-08 07:33:08.348858058,21.2,1.46,1.14,1.37,6.88,2.82,2.23,7,3
12000,38,MLDT,Malda Town,220,2025-02-08 08:13:29.723071281,2025-02-08 08:39:17.449634291,25.8,1.19,1.39,0.42,2.78,7.75,0.0,8,4
12000,38,NFK,New Farakka,260,2025-02-08 08:48:40.581811514,2025-02-08 09:26:05.149266124,37.4,1.77,1.35,0.84,11.58,6.94,0.0,8,5
12000,38,SGUJ,Sahibganj,320,2025-02-08 09:41:26.869921863,2025-02-08 10:29:17.199216869,47.8,1.36,1.22,1.08,5.36,4.4,10.81,9,6
12000,38,BJU,Barauni,420,2025-02-08 11:09:24.016772446,2025-02-08 11:49:36.005459432,40.2,1.19,1.18,0.11,2.9,3.7,0.0,11,7
12000,39,NJP,New Jalpaiguri,0,2025-02-09 09:00:00.000000000,2025-02-09 09:14:41.761692135,14.7,1.58,1.29,0.17,8.75,5.78,0.0,9,0
12000,39,KIR,Kishanganj,55,2025-02-09 09:48:22.430767820,2025-02-09 10:10:07.311618898,21.7,1.14,1.34,1.06,2.12,6.71,1.57,9,1
12000,39,BOE,Barsoi,110,2025-02-09 10:36:44.861535640,2025-02-09 10:56:43.403819408,20.0,1.3,0.97,0.93,4.48,-0.66,0.0,10,2
12000,39,KNE,Katihar,150,2025-02-09 11:11:55.720275873,2025-02-09 11:33:27.188765416,21.5,1.58,0.86,0.34,8.75,-2.77,1.22,11,3
12000,39,MLDT,Malda Town,220,2025-02-09 12:13:29.723071281,2025-02-09 12:35:53.064268573,22.4,1.17,1.11,2.58,2.62,2.13,0.0,12,4
12000,39,NFK,New Farakka,260,2025-02-09 12:48:40.581811514,2025-02-09 13:07:56.398975542,19.3,1.1,1.07,0.81,1.46,1.33,0.0,12,5
12000,39,SGUJ,Sahibganj,320,2025-02-09 13:41:26.869921863,2025-02-09 14:05:36.283197658,24.2,1.4,1.03,4.16,5.93,0.58,0.0,13,6
12000,39,BJU,Barauni,420,2025-02-09 15:09:24.016772446,2025-02-09 15:35:52.380973916,26.5,1.46,1.12,0.33,6.87,2.36,0.0,15,7
12000,40,NJP,New Jalpaiguri,0,2025-02-10 12:00:00.000000000,2025-02-10 12:05:14.354427924,5.2,1.37,0.86,1.07,5.51,-2.8,1.47,12,0
12000,40,KIR,Kishanganj,55,2025-02-10 12:48:22.430767820,2025-02-10 13:01:41.107957944,13.3,1.47,0.93,4.1,7.01,-1.47,0.0,12,1
12000,40,BOE,Barsoi,110,2025-02-10 13:36:44.861535640,2025-02-10 13:51:22.114062093,14.6,1.29,1.04,0.19,4.37,0.74,0.0,13,2
12000,40,KNE,Katihar,150,2025-02-10 14:11:55.720275873,2025-02-10 14:36:27.394338953,24.5,1.52,0.99,6.78,7.81,-0.29,0.0,14,3
12000,40,MLDT,Malda Town,220,2025-02-10 15:13:29.723071281,2025-02-10 15:40:51.907901663,27.4,1.64,0.97,0.1,9.55,-0.52,1.07,15,4
12000,40,NFK,New Farakka,260,2025-02-10 15:48:40.581811514,2025-02-10 16:16:36.540950775,27.9,1.54,1.02,0.28,8.08,0.41,0.0,15,5
12000,40,SGUJ,Sahibganj,320,2025-02-10 16:41:26.869921863,2025-02-10 17:09:47.157859484,28.3,1.5,0.97,1.92,7.54,-0.67,0.0,16,6
